65338.0,268,3164,3432
63709.0,289,3329,3618
62261.0,284,2964,3248
62849.0,281,3531,3812
60945.0,301,4065,4365
60941.0,289,2948,3237
63707.0,270,2969,3240
61841.0,272,3172,3444
61871.0,266,3151,3416
61904.0,265,3153,3419
