734.0,208,790,998
709.0,211,815,1026
716.0,208,695,903
758.0,206,734,940
732.0,212,720,932
702.0,210,732,941
740.0,213,774,987
718.0,210,719,929
727.0,209,784,993
707.0,211,783,993
